time_bucket,North,South,East,West,hour,day_of_week,target_North,target_South,target_East,target_West
534600,2,2,2,2,4,6,6.0,4.0,4.0,6.0
534660,2,2,4,3,4,6,5.0,4.0,7.0,7.0
534720,2,2,2,1,4,6,7.0,5.0,5.0,5.0
534780,2,2,2,0,4,6,7.0,4.0,5.0,5.0
534840,2,2,2,3,4,6,6.0,7.0,7.0,7.0
534900,2,2,2,2,4,6,5.0,5.0,5.0,5.0
534960,3,3,2,2,4,6,5.0,6.0,6.0,5.0
535020,2,2,2,2,4,6,2.0,4.0,6.0,5.0
535080,5,5,4,4,4,6,6.0,6.0,3.0,4.0
535140,3,2,3,2,4,6,4.0,5.0,4.0,4.0
535200,3,1,3,3,4,6,5.0,4.0,6.0,7.0
535260,3,4,3,3,4,6,5.0,6.0,4.0,6.0
535320,3,3,3,3,4,6,5.0,6.0,6.0,5.0
535380,2,2,4,4,4,6,2.0,5.0,4.0,6.0
535440,3,3,3,3,4,6,6.0,5.0,5.0,3.0
535500,2,3,3,3,4,6,5.0,5.0,5.0,4.0
535560,1,1,3,3,4,6,0.0,7.0,7.0,7.0
535620,2,2,3,2,4,6,4.0,7.0,5.0,0.0
535680,1,2,2,2,4,6,5.0,7.0,5.0,0.0
535740,2,2,3,2,4,6,0.0,5.0,7.0,7.0
535800,2,3,2,2,4,6,6.0,6.0,6.0,5.0
535860,1,1,2,2,4,6,4.0,4.0,5.0,4.0
535920,3,3,3,3,4,6,5.0,6.0,7.0,7.0
535980,2,2,2,2,4,6,8.0,7.0,3.0,3.0
536040,2,2,2,2,4,6,6.0,4.0,4.0,4.0
536100,3,2,4,3,4,6,7.0,4.0,8.0,9.0
536160,3,3,3,1,4,6,5.0,7.0,5.0,4.0
536220,3,3,2,3,4,6,5.0,7.0,4.0,5.0
536280,2,3,4,3,4,6,3.0,3.0,7.0,7.0
536340,2,2,3,1,4,6,5.0,6.0,5.0,4.0
536400,6,4,4,6,5,6,5.0,3.0,4.0,5.0
536460,5,4,7,7,5,6,5.0,6.0,7.0,8.0
536520,7,5,5,5,5,6,6.0,6.0,3.0,5.0
536580,7,4,5,5,5,6,4.0,6.0,4.0,6.0
536640,6,7,7,7,5,6,6.0,4.0,7.0,6.0
536700,5,5,5,5,5,6,5.0,6.0,3.0,5.0
536760,5,6,6,5,5,6,4.0,4.0,6.0,4.0
536820,2,4,6,5,5,6,4.0,6.0,6.0,8.0
536880,6,6,3,4,5,6,6.0,5.0,2.0,7.0
536940,4,5,4,4,5,6,6.0,6.0,3.0,5.0
537000,5,4,6,7,5,6,4.0,3.0,6.0,7.0
537060,5,6,4,6,5,6,5.0,5.0,2.0,4.0
537120,5,6,6,5,5,6,6.0,5.0,3.0,5.0
537180,2,5,4,6,5,6,0.0,5.0,6.0,6.0
537240,6,5,5,3,5,6,6.0,7.0,0.0,0.0
537300,5,5,5,4,5,6,5.0,5.0,6.0,5.0
537360,0,7,7,7,5,6,4.0,4.0,6.0,5.0
537420,4,7,5,0,5,6,7.0,2.0,2.0,2.0
537480,5,7,5,0,5,6,4.0,3.0,4.0,7.0
537540,0,5,7,7,5,6,4.0,1.0,6.0,7.0
537600,6,6,6,5,5,6,7.0,6.0,4.0,3.0
537660,4,4,5,4,5,6,6.0,6.0,6.0,6.0
537720,5,6,7,7,5,6,4.0,5.0,7.0,7.0
537780,8,7,3,3,5,6,5.0,8.0,5.0,5.0
537840,6,4,4,4,5,6,5.0,5.0,5.0,5.0
537900,7,4,8,9,5,6,2.0,5.0,7.0,7.0
537960,5,7,5,4,5,6,5.0,6.0,4.0,6.0
538020,5,7,4,5,5,6,6.0,6.0,6.0,5.0
538080,3,3,7,7,5,6,5.0,5.0,7.0,8.0
538140,5,6,5,4,5,6,4.0,4.0,5.0,6.0
538200,5,3,4,5,5,6,6.0,5.0,5.0,4.0
538260,5,6,7,8,5,6,4.0,5.0,5.0,6.0
538320,6,6,3,5,5,6,6.0,6.0,6.0,3.0
538380,4,6,4,6,5,6,6.0,5.0,4.0,6.0
538440,6,4,7,6,5,6,3.0,3.0,7.0,8.0
538500,5,6,3,5,5,6,5.0,5.0,6.0,6.0
538560,4,4,6,4,5,6,3.0,5.0,5.0,6.0
538620,4,6,6,8,5,6,3.0,4.0,6.0,5.0
538680,6,5,2,7,5,6,6.0,5.0,3.0,5.0
538740,6,6,3,5,5,6,5.0,6.0,1.0,6.0
538800,4,3,6,7,5,6,0.0,5.0,7.0,6.0
538860,5,5,2,4,5,6,4.0,6.0,1.0,5.0
538920,6,5,3,5,5,6,5.0,6.0,5.0,6.0
538980,0,5,6,6,5,6,1.0,4.0,8.0,5.0
539040,6,7,0,0,5,6,6.0,7.0,5.0,0.0
539100,5,5,6,5,5,6,4.0,4.0,4.0,4.0
539160,4,4,6,5,5,6,6.0,4.0,7.0,7.0
539220,7,2,2,2,5,6,6.0,6.0,5.0,5.0
539280,4,3,4,7,5,6,6.0,5.0,4.0,6.0
539340,4,1,6,7,5,6,6.0,6.0,7.0,8.0
539400,7,6,4,3,5,6,6.0,5.0,4.0,3.0
539460,6,6,6,6,5,6,7.0,6.0,4.0,5.0
539520,4,5,7,7,5,6,5.0,4.0,6.0,7.0
539580,5,8,5,5,5,6,6.0,5.0,6.0,3.0
539640,5,5,5,5,5,6,5.0,4.0,5.0,4.0
539700,2,5,7,7,5,6,6.0,6.0,8.0,8.0
539760,5,6,4,6,5,6,6.0,4.0,6.0,3.0
539820,6,6,6,5,5,6,7.0,6.0,4.0,5.0
539880,5,5,7,8,5,6,7.0,2.0,6.0,7.0
539940,4,4,5,6,5,6,6.0,6.0,6.0,4.0
540000,6,5,5,4,6,6,5.0,9.0,3.0,2.0
540060,4,5,5,6,6,6,3.0,5.0,7.0,7.0
540120,6,6,6,3,6,6,5.0,6.0,4.0,6.0
540180,6,5,4,6,6,6,7.0,5.0,4.0,3.0
540240,3,3,7,8,6,6,5.0,4.0,6.0,6.0
540300,5,5,6,6,6,6,4.0,4.0,5.0,2.0
540360,3,5,5,6,6,6,3.0,3.0,0.0,5.0
540420,3,4,6,5,6,6,5.0,0.0,7.0,6.0
540480,6,5,3,5,6,6,3.0,6.0,5.0,3.0
540540,5,6,1,6,6,6,4.0,7.0,6.0,5.0
540600,0,5,7,6,6,6,5.0,4.0,9.0,7.0
540660,4,6,1,5,6,6,7.0,7.0,5.0,6.0
540720,5,6,5,6,6,6,5.0,6.0,6.0,5.0
540780,1,4,8,5,6,6,3.0,4.0,7.0,8.0
540840,6,7,5,0,6,6,6.0,6.0,5.0,5.0
540900,4,4,4,4,6,6,6.0,7.0,4.0,4.0
540960,6,4,7,7,6,6,5.0,5.0,7.0,7.0
541020,6,6,5,5,6,6,6.0,6.0,6.0,7.0
541080,6,5,4,6,6,6,4.0,6.0,4.0,3.0
541140,6,6,7,8,6,6,6.0,4.0,8.0,7.0
541200,6,5,4,3,6,6,5.0,6.0,4.0,4.0
541260,7,6,4,5,6,6,6.0,5.0,3.0,4.0
541320,5,4,6,7,6,6,6.0,6.0,8.0,7.0
541380,6,5,6,3,6,6,5.0,5.0,4.0,3.0
541440,5,4,5,4,6,6,8.0,8.0,5.0,4.0
541500,6,6,8,8,6,6,5.0,6.0,5.0,5.0
541560,6,4,6,3,6,6,6.0,6.0,5.0,5.0
541620,7,6,4,5,6,6,3.0,5.0,5.0,4.0
541680,7,2,6,7,6,6,3.0,4.0,6.0,6.0
541740,6,6,6,4,6,6,5.0,4.0,6.0,4.0
541800,5,9,3,2,6,6,8.0,7.0,5.0,5.0
541860,3,5,7,7,6,6,0.0,4.0,7.0,9.0
541920,5,6,4,6,6,6,8.0,10.0,5.0,0.0
541980,7,5,4,3,6,6,4.0,5.0,5.0,4.0
542040,5,4,6,6,6,6,3.0,7.0,11.0,9.0
542100,4,4,5,2,6,6,7.0,8.0,1.0,9.0
542160,3,3,0,5,6,6,6.0,9.0,6.0,10.0
542220,5,0,7,6,6,6,5.0,5.0,8.0,11.0
542280,3,6,5,3,6,6,9.0,9.0,6.0,6.0
542340,4,7,6,5,6,6,9.0,5.0,4.0,2.0
542400,5,4,9,7,6,6,6.0,4.0,10.0,9.0
542460,7,7,5,6,6,6,5.0,9.0,7.0,0.0
542520,5,6,6,5,6,6,6.0,6.0,0.0,6.0
542580,3,4,7,8,6,6,4.0,1.0,10.0,8.0
542640,6,6,5,5,6,6,7.0,9.0,7.0,6.0
542700,6,7,4,4,6,6,5.0,8.0,0.0,6.0
542760,5,5,7,7,6,6,7.0,4.0,11.0,9.0
542820,6,6,6,7,6,6,6.0,8.0,3.0,1.0
542880,4,6,4,3,6,6,4.0,10.0,4.0,7.0
542940,6,4,8,7,6,6,7.0,0.0,9.0,6.0
543000,5,6,4,4,6,6,8.0,5.0,4.0,8.0
543060,6,5,3,4,6,6,7.0,7.0,7.0,8.0
543120,6,6,8,7,6,6,6.0,1.0,12.0,9.0
543180,5,5,4,3,6,6,8.0,9.0,3.0,6.0
543240,8,8,5,4,6,6,6.0,6.0,6.0,7.0
543300,5,6,5,5,6,6,0.0,6.0,8.0,9.0
543360,6,6,5,5,6,6,8.0,11.0,2.0,4.0
543420,3,5,5,4,6,6,5.0,5.0,2.0,7.0
543480,3,4,6,6,6,6,6.0,5.0,10.0,9.0
543540,5,4,6,4,6,6,9.0,6.0,8.0,6.0
543600,8,7,5,5,7,6,7.0,7.0,6.0,7.0
543660,0,4,7,9,7,6,6.0,7.0,9.0,9.0
543720,8,10,5,0,7,6,5.0,7.0,7.0,5.0
543780,4,5,5,4,7,6,5.0,6.0,4.0,7.0
543840,3,7,11,9,7,6,4.0,5.0,7.0,8.0
543900,7,8,1,9,7,6,6.0,7.0,11.0,8.0
543960,6,9,6,10,7,6,7.0,7.0,7.0,5.0
544020,5,5,8,11,7,6,5.0,4.0,9.0,7.0
544080,9,9,6,6,7,6,9.0,7.0,5.0,5.0
544140,9,5,4,2,7,6,7.0,8.0,6.0,5.0
544200,6,4,10,9,7,6,4.0,6.0,9.0,9.0
544260,5,9,7,0,7,6,9.0,4.0,2.0,0.0
544320,6,6,0,6,7,6,4.0,5.0,7.0,8.0
544380,4,1,10,8,7,6,1.0,5.0,10.0,8.0
544440,7,9,7,6,7,6,9.0,6.0,3.0,0.0
544500,5,8,0,6,7,6,6.0,6.0,7.0,6.0
544560,7,4,11,9,7,6,5.0,1.0,9.0,10.0
544620,6,8,3,1,7,6,9.0,7.0,7.0,5.0
544680,4,10,4,7,7,6,8.0,8.0,4.0,7.0
544740,7,0,9,6,7,6,4.0,6.0,10.0,11.0
544800,8,5,4,8,7,6,8.0,10.0,3.0,7.0
544860,7,7,7,8,7,6,8.0,4.0,6.0,7.0
544920,6,1,12,9,7,6,7.0,4.0,10.0,11.0
544980,8,9,3,6,7,6,5.0,8.0,5.0,7.0
545040,6,6,6,7,7,6,7.0,7.0,6.0,7.0
545100,0,6,8,9,7,6,6.0,4.0,8.0,11.0
545160,8,11,2,4,7,6,10.0,11.0,7.0,5.0
545220,5,5,2,7,7,6,5.0,7.0,3.0,1.0
545280,6,5,10,9,7,6,6.0,5.0,9.0,10.0
545340,9,6,8,6,7,6,6.0,7.0,4.0,5.0
545400,7,7,6,7,7,6,8.0,5.0,5.0,5.0
545460,6,7,9,9,7,6,6.0,5.0,9.0,9.0
545520,5,7,7,5,7,6,9.0,3.0,5.0,4.0
545580,5,6,4,7,7,6,6.0,5.0,5.0,5.0
545640,4,5,7,8,7,6,6.0,6.0,10.0,10.0
545700,6,7,11,8,7,6,10.0,11.0,10.0,0.0
545760,7,7,7,5,7,6,7.0,7.0,7.0,5.0
545820,5,4,9,7,7,6,5.0,4.0,9.0,8.0
545880,9,7,5,5,7,6,7.0,11.0,4.0,5.0
545940,7,8,6,5,7,6,7.0,6.0,6.0,6.0
546000,4,6,9,9,7,6,9.0,7.0,10.0,10.0
546060,9,4,2,0,7,6,9.0,7.0,4.0,9.0
546120,4,5,7,8,7,6,10.0,8.0,5.0,8.0
546180,1,5,10,8,7,6,6.0,8.0,10.0,7.0
546240,9,6,3,0,7,6,7.0,6.0,5.0,3.0
546300,6,6,7,6,7,6,5.0,7.0,6.0,6.0
546360,5,1,9,10,7,6,8.0,9.0,10.0,9.0
546420,9,7,7,5,7,6,9.0,7.0,4.0,6.0
546480,8,8,4,7,7,6,7.0,8.0,9.0,3.0
546540,4,6,10,11,7,6,7.0,6.0,7.0,7.0
546600,8,10,3,7,7,6,6.0,11.0,7.0,6.0
546660,8,4,6,7,7,6,9.0,4.0,6.0,6.0
546720,7,4,10,11,7,6,6.0,7.0,9.0,10.0
546780,5,8,5,7,7,6,9.0,8.0,7.0,5.0
546840,7,7,6,7,7,6,5.0,4.0,3.0,6.0
546900,6,4,8,11,7,6,7.0,7.0,8.0,9.0
546960,10,11,7,5,7,6,8.0,8.0,6.0,5.0
547020,5,7,3,1,7,6,7.0,7.0,3.0,4.0
547080,6,5,9,10,7,6,6.0,9.0,10.0,9.0
547140,6,7,4,5,7,6,7.0,7.0,7.0,8.0
547200,8,5,5,5,8,6,6.0,8.0,8.0,6.0
547260,6,5,9,9,8,6,5.0,9.0,9.0,10.0
547320,9,3,5,4,8,6,7.0,5.0,3.0,5.0
547380,6,5,5,5,8,6,6.0,5.0,5.0,5.0
547440,6,6,10,10,8,6,3.0,4.0,8.0,10.0
547500,10,11,10,0,8,6,8.0,8.0,5.0,6.0
547560,7,7,7,5,8,6,6.0,9.0,8.0,5.0
547620,5,4,9,8,8,6,6.0,7.0,8.0,12.0
547680,7,11,4,5,8,6,7.0,5.0,4.0,4.0
547740,7,6,6,6,8,6,5.0,6.0,3.0,4.0
547800,9,7,10,10,8,6,6.0,8.0,7.0,9.0
547860,9,7,4,9,8,6,8.0,6.0,5.0,5.0
547920,10,8,5,8,8,6,9.0,5.0,6.0,7.0
547980,6,8,10,7,8,6,5.0,7.0,9.0,9.0
548040,7,6,5,3,8,6,6.0,6.0,6.0,5.0
548100,5,7,6,6,8,6,7.0,6.0,5.0,6.0
548160,8,9,10,9,8,6,6.0,6.0,9.0,11.0
548220,9,7,4,6,8,6,8.0,8.0,8.0,5.0
548280,7,8,9,3,8,6,7.0,7.0,7.0,5.0
548340,7,6,7,7,8,6,9.0,0.0,10.0,9.0
548400,6,11,7,6,8,6,9.0,7.0,5.0,5.0
548460,9,4,6,6,8,6,8.0,9.0,4.0,6.0
548520,6,7,9,10,8,6,5.0,4.0,8.0,10.0
548580,9,8,7,5,8,6,7.0,9.0,6.0,8.0
548640,5,4,3,6,8,6,3.0,8.0,6.0,6.0
548700,7,7,8,9,8,6,6.0,5.0,8.0,10.0
548760,8,8,6,5,8,6,7.0,6.0,3.0,7.0
548820,7,7,3,4,8,6,7.0,6.0,5.0,10.0
548880,6,9,10,9,8,6,3.0,7.0,12.0,8.0
548940,7,7,7,8,8,6,9.0,7.0,6.0,7.0
549000,6,8,8,6,8,6,7.0,7.0,7.0,0.0
549060,5,9,9,10,8,6,1.0,4.0,8.0,8.0
549120,7,5,3,5,8,6,9.0,6.0,4.0,6.0
549180,6,5,5,5,8,6,13.0,7.0,5.0,5.0
549240,3,4,8,10,8,6,7.0,5.0,9.0,9.0
549300,8,8,5,6,8,6,4.0,10.0,2.0,5.0
549360,6,9,8,5,8,6,5.0,7.0,4.0,6.0
549420,6,7,8,12,8,6,5.0,8.0,8.0,8.0
549480,7,5,4,4,8,6,7.0,9.0,6.0,4.0
549540,5,6,3,4,8,6,6.0,4.0,5.0,8.0
549600,6,8,7,9,8,6,8.0,5.0,8.0,10.0
549660,8,6,5,5,8,6,10.0,7.0,5.0,6.0
549720,9,5,6,7,8,6,8.0,4.0,2.0,6.0
549780,5,7,9,9,8,6,1.0,5.0,8.0,11.0
549840,6,6,6,5,8,6,9.0,9.0,10.0,5.0
549900,7,6,5,6,8,6,6.0,8.0,0.0,8.0
549960,6,6,9,11,8,6,7.0,7.0,11.0,10.0
550020,8,8,8,5,8,6,8.0,9.0,7.0,4.0
550080,7,7,7,5,8,6,7.0,7.0,6.0,5.0
550140,9,0,10,9,8,6,6.0,6.0,7.0,10.0
550200,9,7,5,5,8,6,7.0,10.0,0.0,5.0
550260,8,9,4,6,8,6,5.0,7.0,9.0,9.0
550320,5,4,8,10,8,6,4.0,7.0,9.0,11.0
550380,7,9,6,8,8,6,11.0,11.0,3.0,4.0
550440,3,8,6,6,8,6,9.0,5.0,6.0,5.0
550500,6,5,8,10,8,6,8.0,6.0,11.0,9.0
550560,7,6,3,7,8,6,6.0,9.0,4.0,10.0
550620,7,6,5,10,8,6,9.0,7.0,5.0,5.0
550680,3,7,12,8,8,6,6.0,5.0,9.0,9.0
550740,9,7,6,7,8,6,5.0,6.0,2.0,6.0
550800,7,7,7,0,9,6,5.0,5.0,0.0,4.0
550860,1,4,8,8,9,6,7.0,5.0,9.0,9.0
550920,9,6,4,6,9,6,9.0,8.0,4.0,2.0
550980,13,7,5,5,9,6,9.0,7.0,6.0,1.0
551040,7,5,9,9,9,6,5.0,4.0,9.0,9.0
551100,4,10,2,5,9,6,5.0,5.0,5.0,5.0
551160,5,7,4,6,9,6,3.0,5.0,9.0,5.0
551220,5,8,8,8,9,6,4.0,3.0,8.0,10.0
551280,7,9,6,4,9,6,7.0,8.0,5.0,6.0
551340,6,4,5,8,9,6,10.0,8.0,5.0,3.0
551400,8,5,8,10,9,6,6.0,8.0,11.0,10.0
551460,10,7,5,6,9,6,8.0,7.0,5.0,5.0
551520,8,4,2,6,9,6,6.0,7.0,6.0,9.0
551580,1,5,8,11,9,6,5.0,5.0,10.0,9.0
551640,9,9,10,5,9,6,5.0,5.0,8.0,5.0
551700,6,8,0,8,9,6,5.0,4.0,5.0,1.0
551760,7,7,11,10,9,6,7.0,5.0,10.0,9.0
551820,8,9,7,4,9,6,10.0,10.0,7.0,8.0
551880,7,7,6,5,9,6,8.0,6.0,6.0,6.0
551940,6,6,7,10,9,6,9.0,0.0,11.0,8.0
552000,7,10,0,5,9,6,10.0,5.0,6.0,8.0
552060,5,7,9,9,9,6,8.0,4.0,7.0,5.0
552120,4,7,9,11,9,6,7.0,4.0,8.0,9.0
552180,11,11,3,4,9,6,8.0,8.0,3.0,6.0
552240,9,5,6,5,9,6,9.0,5.0,7.0,6.0
552300,8,6,11,9,9,6,5.0,7.0,9.0,9.0
552360,6,9,4,10,9,6,8.0,9.0,5.0,8.0
552420,9,7,5,5,9,6,8.0,7.0,6.0,0.0
552480,6,5,9,9,9,6,6.0,5.0,11.0,13.0
552540,5,6,2,6,9,6,7.0,5.0,6.0,7.0
552600,5,5,0,4,9,6,8.0,10.0,0.0,4.0
552660,7,5,9,9,9,6,8.0,7.0,7.0,11.0
552720,9,8,4,2,9,6,8.0,8.0,6.0,5.0
552780,9,7,6,1,9,6,7.0,9.0,8.0,6.0
552840,5,4,9,9,9,6,7.0,8.0,10.0,8.0
552900,5,5,5,5,9,6,7.0,6.0,3.0,7.0
552960,3,5,9,5,9,6,7.0,7.0,1.0,8.0
553020,4,3,8,10,9,6,8.0,8.0,9.0,10.0
553080,7,8,5,6,9,6,5.0,8.0,2.0,5.0
553140,10,8,5,3,9,6,5.0,6.0,0.0,7.0
553200,6,8,11,10,9,6,6.0,4.0,8.0,7.0
553260,8,7,5,5,9,6,8.0,6.0,8.0,4.0
553320,6,7,6,9,9,6,7.0,8.0,7.0,7.0
553380,5,5,10,9,9,6,8.0,1.0,9.0,10.0
553440,5,5,8,5,9,6,9.0,9.0,2.0,5.0
553500,5,4,5,1,9,6,7.0,7.0,5.0,8.0
553560,7,5,10,9,9,6,8.0,6.0,10.0,7.0
553620,10,10,7,8,9,6,9.0,4.0,6.0,4.0
553680,8,6,6,6,9,6,10.0,5.0,7.0,7.0
553740,9,0,11,8,9,6,11.0,4.0,10.0,8.0
553800,10,5,6,8,9,6,7.0,4.0,1.0,7.0
553860,8,4,7,5,9,6,7.0,5.0,5.0,4.0
553920,7,4,8,9,9,6,6.0,6.0,12.0,9.0
553980,8,8,3,6,9,6,7.0,8.0,4.0,8.0
554040,9,5,7,6,9,6,8.0,7.0,5.0,7.0
554100,5,7,9,9,9,6,6.0,5.0,6.0,6.0
554160,8,9,5,8,9,6,5.0,5.0,6.0,4.0
554220,8,7,6,0,9,6,7.0,7.0,0.0,1.0
554280,6,5,11,13,9,6,5.0,7.0,7.0,9.0
554340,7,5,6,7,9,6,6.0,6.0,2.0,5.0
554400,8,10,0,4,10,6,6.0,6.0,6.0,4.0
554460,8,7,7,11,10,6,7.0,5.0,8.0,6.0
554520,8,8,6,5,10,6,9.0,7.0,7.0,6.0
554580,7,9,8,6,10,6,5.0,6.0,5.0,0.0
554640,7,8,10,8,10,6,7.0,5.0,8.0,10.0
554700,7,6,3,7,10,6,6.0,6.0,9.0,6.0
554760,7,7,1,8,10,6,7.0,6.0,0.0,5.0
554820,8,8,9,10,10,6,6.0,6.0,8.0,9.0
554880,5,8,2,5,10,6,7.0,8.0,5.0,5.0
554940,5,6,0,7,10,6,5.0,6.0,6.0,6.0
555000,6,4,8,7,10,6,6.0,6.0,8.0,9.0
555060,8,6,8,4,10,6,6.0,7.0,5.0,5.0
555120,7,8,7,7,10,6,7.0,6.0,6.0,5.0
555180,8,1,9,10,10,6,6.0,5.0,7.0,8.0
555240,9,9,2,5,10,6,7.0,8.0,5.0,7.0
555300,7,7,5,8,10,6,8.0,7.0,7.0,6.0
555360,8,6,10,7,10,6,4.0,3.0,8.0,8.0
555420,9,4,6,4,10,6,6.0,6.0,6.0,8.0
555480,10,5,7,7,10,6,6.0,7.0,6.0,5.0
555540,11,4,10,8,10,6,4.0,5.0,9.0,9.0
555600,7,4,1,7,10,6,9.0,9.0,1.0,4.0
555660,7,5,5,4,10,6,8.0,7.0,3.0,7.0
555720,6,6,12,9,10,6,5.0,5.0,6.0,6.0
555780,7,8,4,8,10,6,8.0,7.0,5.0,6.0
555840,8,7,5,7,10,6,6.0,7.0,4.0,6.0
555900,6,5,6,6,10,6,0.0,1.0,7.0,5.0
555960,5,5,6,4,10,6,6.0,6.0,6.0,7.0
556020,7,7,0,1,10,6,7.0,7.0,6.0,7.0
556080,5,7,7,9,10,6,0.0,0.0,9.0,8.0
556140,6,6,2,5,10,6,7.0,7.0,6.0,5.0
556200,6,6,6,4,10,6,7.0,6.0,6.0,5.0
556260,7,5,8,6,10,6,4.0,5.0,8.0,7.0
556320,9,7,7,6,10,6,7.0,7.0,6.0,5.0
556380,5,6,5,0,10,6,9.0,8.0,6.0,6.0
556440,7,5,8,10,10,6,5.0,7.0,9.0,8.0
556500,6,6,9,6,10,6,8.0,8.0,2.0,6.0
556560,7,6,0,5,10,6,6.0,7.0,5.0,6.0
556620,6,6,8,9,10,6,4.0,6.0,9.0,8.0
556680,7,8,5,5,10,6,7.0,8.0,8.0,5.0
556740,5,6,6,6,10,6,6.0,8.0,5.0,5.0
556800,6,6,8,9,10,6,7.0,5.0,9.0,8.0
556860,6,7,5,5,10,6,6.0,8.0,1.0,6.0
556920,7,6,6,5,10,6,5.0,4.0,6.0,4.0
556980,6,5,7,8,10,6,5.0,5.0,7.0,7.0
557040,7,8,5,7,10,6,7.0,8.0,6.0,1.0
557100,8,7,7,6,10,6,6.0,3.0,6.0,4.0
557160,4,3,8,8,10,6,7.0,0.0,8.0,7.0
557220,6,6,6,8,10,6,8.0,7.0,2.0,0.0
557280,6,7,6,5,10,6,6.0,7.0,5.0,3.0
557340,4,5,9,9,10,6,8.0,5.0,8.0,9.0
557400,9,9,1,4,10,6,3.0,8.0,3.0,6.0
557460,8,7,3,7,10,6,5.0,5.0,3.0,5.0
557520,5,5,6,6,10,6,2.0,7.0,7.0,7.0
557580,8,7,5,6,10,6,6.0,8.0,7.0,6.0
557640,6,7,4,6,10,6,6.0,7.0,6.0,5.0
557700,0,1,7,5,10,6,2.0,4.0,7.0,6.0
557760,6,6,6,7,10,6,9.0,8.0,6.0,5.0
557820,7,7,6,7,10,6,8.0,6.0,5.0,3.0
557880,0,0,9,8,10,6,5.0,5.0,9.0,7.0
557940,7,7,6,5,10,6,8.0,5.0,2.0,5.0
558000,7,6,6,5,11,6,7.0,6.0,5.0,7.0
558060,4,5,8,7,11,6,7.0,6.0,8.0,8.0
558120,7,7,6,5,11,6,4.0,9.0,5.0,5.0
558180,9,8,6,6,11,6,5.0,8.0,6.0,4.0
558240,5,7,9,8,11,6,7.0,5.0,7.0,10.0
558300,8,8,2,6,11,6,4.0,7.0,2.0,4.0
558360,6,7,5,6,11,6,6.0,6.0,4.0,6.0
558420,4,6,9,8,11,6,6.0,6.0,8.0,7.0
558480,7,8,8,5,11,6,6.0,6.0,5.0,7.0
558540,6,8,5,5,11,6,4.0,7.0,4.0,3.0
558600,7,5,9,8,11,6,7.0,5.0,8.0,8.0
558660,6,8,1,6,11,6,7.0,7.0,6.0,4.0
558720,5,4,6,4,11,6,8.0,7.0,7.0,4.0
558780,5,5,7,7,11,6,6.0,7.0,8.0,7.0
558840,7,8,6,1,11,6,6.0,6.0,7.0,7.0
558900,6,3,6,4,11,6,8.0,7.0,4.0,1.0
558960,7,0,8,7,11,6,5.0,7.0,8.0,8.0
559020,8,7,2,0,11,6,6.0,6.0,4.0,6.0
559080,6,7,5,3,11,6,6.0,6.0,6.0,6.0
559140,8,5,8,9,11,6,4.0,5.0,8.0,8.0
559200,3,8,3,6,11,6,7.0,7.0,6.0,3.0
559260,5,5,3,5,11,6,7.0,6.0,0.0,0.0
559320,2,7,7,7,11,6,4.0,7.0,9.0,8.0
559380,6,8,7,6,11,6,7.0,7.0,5.0,4.0
559440,6,7,6,5,11,6,7.0,6.0,0.0,1.0
559500,2,4,7,6,11,6,7.0,5.0,9.0,9.0
559560,9,8,6,5,11,6,5.0,5.0,3.0,4.0
559620,8,6,5,3,11,6,5.0,5.0,6.0,8.0
559680,5,5,9,7,11,6,3.0,6.0,9.0,9.0
559740,8,5,2,5,11,6,7.0,5.0,3.0,4.0
559800,7,6,5,7,11,6,7.0,6.0,6.0,6.0
559860,7,6,8,8,11,6,7.0,5.0,9.0,7.0
559920,4,9,5,5,11,6,6.0,6.0,3.0,5.0
559980,5,8,6,4,11,6,7.0,4.0,6.0,5.0
560040,7,5,7,10,11,6,5.0,7.0,7.0,8.0
560100,4,7,2,4,11,6,6.0,6.0,5.0,3.0
560160,6,6,4,6,11,6,7.0,6.0,4.0,6.0
560220,6,6,8,7,11,6,1.0,7.0,9.0,9.0
560280,6,6,5,7,11,6,8.0,6.0,7.0,6.0
560340,4,7,4,3,11,6,6.0,7.0,5.0,4.0
560400,7,5,8,8,11,6,1.0,2.0,9.0,8.0
560460,7,7,6,4,11,6,9.0,8.0,5.0,5.0
560520,8,7,7,4,11,6,7.0,5.0,7.0,6.0
560580,6,7,8,7,11,6,0.0,2.0,8.0,8.0
560640,6,6,7,7,11,6,6.0,6.0,5.0,5.0
560700,8,7,4,1,11,6,6.0,5.0,1.0,3.0
560760,5,7,8,8,11,6,4.0,2.0,9.0,9.0
560820,6,6,4,6,11,6,7.0,7.0,2.0,3.0
560880,6,6,6,6,11,6,4.0,6.0,5.0,7.0
560940,4,5,8,8,11,6,7.0,5.0,6.0,7.0
561000,7,7,6,3,11,6,6.0,8.0,6.0,7.0
561060,7,6,0,0,11,6,7.0,9.0,6.0,4.0
561120,4,7,9,8,11,6,6.0,5.0,9.0,9.0
561180,7,7,5,4,11,6,6.0,8.0,6.0,5.0
561240,7,6,0,1,11,6,7.0,6.0,6.0,5.0
561300,7,5,9,9,11,6,6.0,3.0,7.0,7.0
561360,5,5,3,4,11,6,8.0,9.0,6.0,5.0
561420,5,5,6,8,11,6,9.0,6.0,4.0,7.0
561480,3,6,9,9,11,6,7.0,4.0,8.0,9.0
561540,7,5,3,4,11,6,9.0,8.0,6.0,4.0
